# 常用英语单词 10000 个(Google 万亿语料词频排序;音标/释义来自 ECDICT)
# 格式: 序号	单词	音标	中文释义
5214	noble	'nәubl	n. 贵族；a. 高贵的, 高尚的, 贵族的, 辉煌的
5215	glasgow	'^lɑ:s^әu	n. 格拉斯哥（英国城市名）
5216	automation	.ɒ:tә'meiʃәn	n. 自动化, 自动操作； 自动化
5217	impacts	ˈimpækts	n. 影响, 作用( impact的名词复数 ); 碰撞; 冲击; 撞击
5218	rev	rev	n. 一次回转；v. 加快转速
5219	gospel	'gɒspәl	n. 福音, 信仰, 真理
5220	advantages		n. 优势；特点；有利；[经] 利益（advantage的复数）；v. 促进（advantage的三单形式）；有利于
5221	shore	ʃɒ:	n. 海岸, 海滨, 斜撑柱；vt. 把...送上岸, 支撑, 支持
5222	loves	lʌvz	v. 爱, 热爱( love的第三人称单数 ); 喜爱; 喜好; 喜欢
5223	induced	in'dju:st	a. 感应的；诱发型
5224	ll		
5225	knight	nait	n. 骑士, 爵士；vt. 授以爵位
5226	preparing	pri'peәriŋ	a. 准备的
5227	loose	lu:s	n. 发射, 放任, 放纵；a. 宽松的, 松的, 宽的, 不牢固的, 散漫的, 自由的, 不精确的；vt. 释放, 放枪, 开船；vi. 变松, 开火；adv. 松散地
5228	aims		自动化工业管理系统, 自动化信息管理系统
5229	recipient	ri'sipiәnt	a. 领受的, 容易接受的, 感受性强的；n. 领受者, 容纳者, 容器
5230	linking	'liŋkiŋ	v make a logical or causal connection；v connect, fasten, or put together two or more pieces；v be or become joined or united or linked；v link with or as with a yoke
5231	extensions		n. 扩展, 扩张；延长（extension的复数）
5232	appeals		n. 上诉；恳求（appeal的复数）
5233	cl		[化] 中心线
5234	earned	ә:nd	a. 挣得的
5235	illness	'ilnis	n. 疾病, 恶意；[医] 病
5236	islamic	iz'læmik	a. 伊斯兰教的, 穆斯林的
5237	athletics	æθ'letiks	n. 体育运动
5238	southeast	sauθ'i:st	n. 东南, 东南地区；a. 东南的, 向东南的, 来自东南的；adv. 往东南, 来自东南
5239	ieee		
5240	ho	hәu	interj. 嗬(表示惊讶或引人注意)；[医] 钬(67号元素)
5241	alternatives	ɔ:l'tɜ:nətɪvz	n. 选择的余地( alternative的复数形式 ); 可供选择的事物; 取舍; 非传统（或他择性）生活方式的追随者（或鼓吹者）
5242	pending	'pendiŋ	a. 未决定的, 待决的, 行将发生的, 向外伸出的；prep. 在等待...之际, 直到...时为止, 在...期间, 在...过程中
5243	parker	'pɑ:kә	n. 停放车辆的人
5244	determining		v. 决定（determine的ing形式）
5245	lebanon	'lebәnәn	n. 黎巴嫩
5246	corp		[经] 公司
5247	personalized		a. 个人化的；个性化的
5248	kennedy	'kenidi	n. 肯尼迪（姓氏, 美国第35任总统）
5249	gt	dʒi:'ti:	
5250	sh	ʃ	interj. 嘘
5251	conditioning	kәn'diʃәniŋ	n. 调节, 条件作用, 整修； 调整
5252	teenage	'ti:nidʒ	a. 十三岁到十九岁的
5253	soap	sәup	n. 肥皂, 阿谀；vt. 以肥皂洗, 阿谀
5254	ae		Alt. of Ae； A diphthong in the Latin language; used also by the Saxon；   writers. It answers to the Gr. ai. The Anglo-Saxon short ae was；   generally replaced by a, the long / by e or ee. In derivativ…
5255	triple	'tripl	n. 三倍数, 三个一组；a. 三倍的；vt. 使增至三倍；vi. 增至三倍
5256	cooper	'ku:pә	n. 制桶工人；v. 制桶
5257	nyc		abbr. 纽约市（New York City）
5258	vincent	'vinsәnt	n. 文森特（男名）
5259	jam	dʒæm	n. 果酱, 拥塞之物, 堵塞, 困境；vt. 挤进, 使塞满, 混杂, 压碎, 使堵塞；vi. 堵塞, 轧住, 拥挤
5260	secured		a. 有担保的
5261	unusual	.ʌn'ju:ʒu:l	a. 不寻常的, 罕见的, 与众不同的
5262	answered		v. 回答；回复（answer的过去式）
5263	partnerships	ˈpɑ:tnəʃips	n. 伙伴关系( partnership的复数形式 ); 合伙人身份; 合作关系
5264	destruction	di'strʌkʃәn	n. 破坏, 毁灭；[医] 破坏
5265	slots		n. 插槽；老虎机（slot的复数）
5266	increasingly	in'kri:siŋli	adv. 逐渐地, 渐增地
5267	migration	mai'greiʃәn	n. 移民, 移往, 移动
5268	disorder	dis'ɒ:dә	n. 杂乱, 混乱；vt. 扰乱, 使失调
5269	routine	ru:'ti:n	n. 常规, 日常工作, 惯例, 例行公事；a. 日常的, 常规的
5270	toolbar		
5271	basically	'beisikli	adv. 基本上, 主要地
5272	rocks		n. 岩石, 岩礁；岩石礁石（rock复数形式）
5273	conventional	kәn'venʃәnl	a. 传统的, 习惯的, 约定的；[经] 惯例的, 常规的, 传统的
5274	titans		n. [希神]泰坦巨神；（美）大力神Ⅱ型洲际导弹（Titan的复数）
5275	applicants	ˈæplikənts	n. 申请人, 求职人( applicant的复数形式 )
5276	wearing	'wєәriŋ	a. 穿用的, 使疲惫的, 磨损的
5277	axis	'æksis	n. 轴
5278	sought	sɒ:t	seek的过去式和过去分词
5279	genes		n. 基因（gene的复数形式）
5280	mounted	'mauntid	a. 安在马上的, 裱好的
5281	habitat	'hæbitæt	n. 栖息地, 居留地, 自生地, 聚集处；[医] 习生地, 产地, 生境, 栖所
5282	firewall		n. (colloquial) the application of maximum thrust；n. (computing) a security system consisting of a combination of hardware and software that limits the exposure of a computer or computer network to at…
5283	median	'mi:diәn	a. 中央的, 中间的, 正中的；n. 正中动脉, 中位数, 中线
5284	guns		n. 炮；枪（gun的复数）
5285	scanner	'skænә	n. 扫描仪, 扫描盘, 审视者； 词法分析程序; 扫描程序; 扫视程序
5286	herein	.hiәr'in	adv. 在此处, 如此
5287	occupational	.ɒkju'peiʃәnl	a. 职业的, 军事占领的；[医] 职业的
5288	animated	'ænimeitid	a. 活生生的, 能活动的, 活泼的, 欢快的
5289	horny	'hɒ:ni	a. 角的, 似角一样坚硬的, 角质的, 老茧的；[医] 角性的, 角的
5290	judicial	dʒu:'diʃәl	a. 法庭的, 公正的, 审判上的, 司法的；[法] 司法的, 审判上的, 法官的
5291	rio		n. 里约（巴西共和国的旧首都）
5292	hs		abbr. 手持式受送话器（Handset）；头戴式耳机（Head Set）；高速（High Speed）
5293	adjustment	ә'dʒʌstmәnt	n. 调整, 调节, 校正；[化] 调节
5294	hero	'hiәrәu	n. 英雄, 超越常人者, 男主角
5295	integer	'intidʒә	n. 完整的事物, 整体, 整数
5296	treatments	'tri:tmənts	n. 处理( treatment的复数形式 ); 对待; 治疗; 疗法
5297	bachelor	'bætʃәlә	n. 单身汉, 学士；[法] 学士, 单身汉
5298	attitude	'ætitju:d	n. 态度, 看法, 姿势；[医] 体态, 姿势, 态度
5299	camcorders	ˈkæmkɔ:dəz	n. (VCR)摄像机( camcorder的复数形式 )
5300	engaged	in'geidʒd	a. 忙碌的, 使用中的
5301	falling	'fɒ:liŋ	a. 落下的, 坠落的, 下降的；[化] 消胀
5302	basics		n. 最简单但最重要的部分, 基本, 基础训练
5303	montreal	,mɔntri'ɔ:l	n. 蒙特利尔（加拿大东南部港市）
5304	carpet	'kɑ:pit	n. 地毯, 地毯状物；vt. 铺以地毯, 铺盖
5305	rv		abbr. （设有床位、厨房等野营用的）娱乐车（Recreational Vehicle）；重返大气层飞行器（Reentry Vehicle）；《圣经》的修订本（Revised Version）
5306	struct		n. 结构；结构体；创建构架数组
5307	lenses	'lensiz	柔性焦距透镜组
5308	binary	'bainәri	a. 由两部分组成的, 二进位的, 二元的； 二态的; 二进制, 二进制文件传输类型设置命令
5309	genetics	dʒi'netiks	n. 遗传学；[化] 遗传学
5310	attended		v. 参加；伴随；注意；照料（attend的过去分词）
5311	difficulty	'difikәlti	n. 困难, 难点
5312	punk	pʌnk	n. 废物, 小阿飞；a. 无用的, 腐朽的
5313	collective	kә'leiktiv	a. 集体的, 聚集的, 共同的；[医] 集体的, 集合的
5314	coalition	.kәuә'liʃәn	n. 结合体, 结合, 联合；[经] 联合, 联盟
5315	pi	pai	n. 圆周率
5316	dropped	drɔpt	a. 抛踢球得分的
5317	enrollment	in'rәulmәnt	n. 登记, 注册, 入伍；[经] 登记, 注册
5318	duke	dju:k	n. 公爵
5319	walter	'wɔ:ltә(r)	n. 沃尔特（男子名）
5320	ai	ai	[化] 人工智能
5321	pace	peis	n. 速度, 步调, 步法；vi. 踱步, 缓慢走；vt. 用步测, 踱步于
5322	besides	bi'saidz	prep. 除...之外；adv. 而且, 此外
5323	wage	weidʒ	n. 工资, 报应, 报偿；vt. 开展, 进行；vi. 进行
5324	producers	prəˈdu:səz	n. 生产者, 制造者( producer的复数形式 ); 制片人
5325	ot		abbr. 加班（Overtime ）；圣经旧约（Old Testament）；职业疗法（Occupational therapy）
5326	collector	kә'lektә	n. 收集家, 收取款项的人；[化] 集电极; 捕收剂
5327	arc	ɑ:k	n. 弧, 弧形, 弓形, 弧光；[化] 弧
5328	hosts	həusts	n. [计算机]主机( host的名词复数 ); 军队; （寄生动植物的）寄主; 主办人[地方, 机构等]
5329	interfaces	ˈintəfeisiz	n. 界面( interface的复数形式 ); <计>接口（连接两装置的电路, 可使数据从一种代码转换成另一种代码）; 交界; 联系
5330	advertisers	ˈædvətaɪzəz	n. 登广告的人( advertiser的复数形式 ); 报幕员
5331	moments		n. 片刻（moment复数形式）
5332	atlas	'ætlәs	n. 地图集, 图表集
5333	strings		n. 附带条件, 弦乐部分, 弦乐器
5334	dawn	dɒ:n	n. 破晓, 黎明；vi. 破晓
5335	representing	ˌrepriˈzentɪŋ	v. 表现( represent的现在分词 ); 代表; 体现; 作为…的代表
5336	observation	.ɒbzә:'veiʃәn	n. 观察, 注意, 观测, 观察力；[化] 观察
5337	feels		v. 觉得；体会；触摸（feel的第三人称单数）
5338	torture	'tɒ:tʃә	n. 拷问, 苦闷；vt. 拷问, 曲解, 折磨, 使弯曲
5339	carl	kɑ:l	n. 卡尔（男名）
5340	deleted		a. 已删除的
5341	coat	kәut	n. 外套；vt. 外面覆盖, 给...穿外套
5342	mitchell	'mitʃel	n. 米切尔（男子名, 等于Michael）
5343	mrs	'misiz	太太
5344	rica		n. 黎加（人名）
5345	restoration	.restә'reiʃәn	n. 恢复, 归还, 复位；[医] 恢复, 康复, 复位, 回复, 修复
5346	convenience	kә'vi:njәns	n. 方便, 便利的事物, 方便的时候
5347	returning		v. 归还, 返回, 回复（return的ing形式）
5348	ralph	reif, rælf	n. 拉尔夫（男子名）
5349	opposition	.ɒpә'ziʃәn	n. 反对, 敌对, 相反, 在野党；[医] 对生, 对向, 反抗, 反对症
5350	container	kәn'teinә	n. 容器, 集装箱；[化] 集装箱; 贮存箱; 容器(任何一种)
5351	yr		[经] 年
5352	defendant	di'fendәnt	n. 被告；[经] 被告方
5353	warner	'wɔ:nә	n. 警告者, 告诫者, 预告者；[化] 报警器
5354	confirmation	.kɒnfә'meiʃәn	n. 证实, 证明, 批准, 确认
5355	app		相联并行处理器
5356	embedded	im'bedid	a. 植入的, 内含的, 深入的
5357	inkjet		n. 喷墨打印机；喷墨
5358	supervisor	.sju:pә'vaizә	n. 管理者, 监督者, 指导者, 视导员
5359	wizard	'wizәd	n. 男巫, 术士, 奇才；a. 男巫的, 巫术的
5360	corps	kɒ:	n. 军, 队, 部队, 兵种；[医] 对, 团; 体, 物体
5361	actors		n. 演员, 男演员；电影演员（actor的复数形式）
5362	liver	'livә	n. 肝脏, 生活者, 居民；[医] 肝
5363	peripherals	pə'rɪfərəls	n. （计算机的）外围设备, 周边设备( peripheral的复数形式 )
5364	liable	'laiәbl	a. 有义务的, 应负责的, 有...倾向的；[法] 有责任的, 可受处理的, 应受罚的
5365	brochure	'brәuʃә	n. 小册子, 小册
5366	morris	'mɒ:ris	n. 莫里斯舞
5367	bestsellers		(bestseller 的复数) n. 畅销书
5368	petition	pi'tiʃәn	n. 请愿, 诉状, 陈情书, 申请, 祈求, 祷文；v. 正式请求, 恳求, 请愿
5369	eminem	'æminem	n. 艾米纳姆（上个世纪末涌现出的白人rap音乐代表）
5370	recall	ri'kɒ:l	n. 回忆, 召回, 撤消；vt. 回想, 回忆, 召回, 撤消, 使恢复
5371	antenna	æn'tenә	n. 天线, 触须, 触角；[化] 天线
5372	picked	pikt	a. 精选的, 采摘的, 已收获的, 截出的, 已清除的, 有尖头的, 多刺的
5373	assumed	ә'sju:md	a. 假装的, 装的, 假定的；[法] 设想的, 假定的, 被承担的
5374	departure	di'pɑ:tʃә	n. 离开, 出发, 违背, 偏离；[经] 启运
5375	minneapolis	,mini'æpәlis	[经] 明尼亚波利
5376	belief	bi'li:f	n. 信念, 相信, 信仰
5377	killing	'kiliŋ	n. 谋杀, 杀戮；a. 杀害的, 疲惫的, 迷人的
5378	bikini	bi'ki:ni	n. 大爆炸, 比基尼泳装
5379	memphis	'memfis	n. 孟菲斯
5380	shoulder	'ʃәuldә	n. 肩, 肩膀, 衣肩；vt. 肩负, 负担, 担任；vi. 用肩推挤
5381	decor	'deikɔ:(r); (?@) dei'kɔ:r	n. 装饰, 布置
5382	lookup	'ljkʌp	n. 查找, 检查
5383	texts		n. 课文, 文字（text复数形式）
5384	harvard	'hɑ:vәd	n. 哈佛大学
5385	brokers		n. 经纪人（broker复数）
5386	roy	rɔi	n. 罗伊（男子名）
5387	ion	'aiәn	n. 离子；[化] 离子
5388	diameter	dai'æmitә	n. 直径；[医] 直经, 径
5389	ottawa	'ɔtәwә	n. 渥太华
5390	doll	dɒl	n. 洋娃娃, 无头脑的美丽女人
5391	ic	ai'si:	集成电路
5392	podcast		n. 播客
5393	tit	tit	n. 山雀, 打击, 轻佻女人, 奶头, 按钮；[医] 三碘甲状腺氨酸
5394	seasons		n. 季节, 四季
5395	peru	pә'ru:	n. 秘鲁
5396	interactions	ɪntə'rækʃnz	n. 一起活动( interaction的复数形式 ); 合作; 互相影响; 互动
5397	refine	ri'fain	vt. 精炼, 净化, 使优雅, 使精炼；vi. 被精炼, 被净化
5398	bidder	'bidә	n. 出价人, 投标人；[经] 投标人, 出价人, 投标商
5399	singer	'siŋә	n. 歌手
5400	evans	'evәnz	n. 埃文斯（姓氏）
5401	herald	'herәld	n. 使者, 传令官, 先驱；vt. 预报, 宣布, 传达, 欢呼
5402	literacy	'litәrәsi	n. 读写能力, 识字, 精通文学
5403	fails	feilz	v. 在…中失败( fail的第三人称单数 ); 衰退; 衰弱; 破产
5404	aging	'eidʒiŋ	n. 老化, 变陈
5405	nike	'naiki:	n. 胜利女神, 奈克导弹
5406	intervention	.intә'venʃәn	n. 插入, 介入, 调停；[经] 干预
5407	pissing	pisɪŋ	v. 撒尿( piss的现在分词 ); 倾盆而下
5408	fed	fed	feed的过去式和过去分词；[经] 联邦储备局
5409	plugin		n. 相关插件；插件
5410	attraction	ә'trækʃәn	n. 吸引, 吸引人的事物, 吸引力；[医] 吸引
5411	diving	'daiviŋ	n. 潜水, 跳水
5412	invite	in'vait	vt. 邀请, 请求, 引起, 招致；n. 邀请
5413	modification	.mɒdifi'keiʃәn	n. 修正, 修饰, 修改；[化] 修饰; 修改
5414	alice	'ælis	
5415	latinas		[未收录]
5416	suppose	sә'pәuz	vt. 推想, 假设, 以为, 想像, 假定；vi. 料想
5417	customized		n. 自定义；客制化；自定义级别
5418	reed	ri:d	n. 芦苇, 芦笛, 簧舌, 纤弱的人；vt. 用芦苇盖, 用小凸嵌线装饰
5419	involve	in'vɒlv	vt. 包括, 使陷于, 潜心于, 包围；[医] 累及, 牵涉, 包含
5420	moderate	'mɒdәrәt	a. 适度的, 稳健的, 中等的, 节制的；vt. 节制, 减轻, 使缓和；vi. 变缓和, 主持会议
5421	terror	'terә	n. 恐怖, 可怕的人；[医] 惊吓, 惊悸
5422	younger	'jʌŋgә	n. 年纪较小者；a. 较年轻的
5423	thirty	'θә:ti	num. 三十, 三十个
5424	mice	mais	pl. 老鼠
5425	opposite	'ɒpәzit	a. 相对的, 相反的, 对面的；prep. 对面；n. 对立面
5426	understood	.ʌndә'stud	understand的过去式和过去分词
5427	rapidly	'ræpidli	adv. 飞快地, 迅速地, 赶紧地
5428	dealtime		[未收录]
5429	ban	bæn	n. 禁令；vt. 禁止, 取缔
5430	temp	temp	n. [口]临时雇员
5431	intro	'intrәu	n. 介绍
5432	mercedes	'mә:sidi:z	n. 梅塞德斯（人名）；梅赛德斯（公司名）
5433	zus	'zəs	abbr. zusammen (German=together) （德语）一起
5434	assurance	ә'ʃuәrәns	n. 保证, 把握, 信心, 保险；[经] 保证, 担保, 保险
5435	fisting		n. 拳指性交
5436	clerk	klә:k	n. 办事员, 职员, 文书；vi. 当店员
5437	happening	'hæpәniŋ	n. 事件, 意外发生的事
5438	vast	vɑ:st	a. 巨大的, 广大的, 非常的, 大量的
5439	mills		n. 米尔斯（人名）
5440	outline	'autlain	n. 大纲, 轮廓, 概要；vt. 描画轮廓, 描述要点；n. 大纲, 分级, 轮廓
5441	amendments	ə'mendmənts	n. （法律、文件的）改动( amendment的复数形式 ); 修正案; 修改; （美国宪法的）修正案
5442	tramadol		[化] 曲马朵; 反胺苯环醇
5443	holland	'hɒlәnd	n. 荷兰
5444	receives		n. 受光面
5445	jeans	dʒi:nz	n. 工装裤, 牛仔裤
5446	metropolitan	.metrә'pɒlitn	n. 大都市居民, 都主教, 宗主国的公民；a. 大都市的, 都主教区的, 宗主国的
5447	compilation	.kɒmpi'leiʃәn	n. 编辑, 编纂, 编辑(编纂)物
5448	verification	.verifi'keiʃәn	n. 证实, 查证, 证明属实
5449	fonts		n. 字体（font的复数）
5450	ent		abbr. [医]耳鼻喉（科）（ear, nose, and throat）
5451	odd	ɒd	a. 奇数的, 古怪的, 剩余的, 零散的, 各种各样的, 少量的；n. 奇特的事物, 怪人
5452	wrap	ræp	n. 外套, 围巾, 包裹物, 限制, 约束, 秘密, 换行；vt. 包装, 卷, 缠绕, 包, 裹, 覆盖, 遮蔽, 隐藏, 掩护；vi. 缠绕, 穿外衣, 包起来
5453	refers	riˈfə:z	v. 提到( refer的第三人称单数 ); 针对; 关系到; 请教
5454	mood	mu:d	n. 心情, 气氛, 生气, 基调；[医] 心境
5455	favor	'feivә	n. 好意, 喜爱；vt. 赐予, 支持, 喜欢, 证实
5456	veterans	'vetərənz	n. 经验丰富的人, 老兵( veteran的复数形式 ); 退伍军人
5457	quiz	kwiz	n. 考查, 课堂测验, 恶作剧, 智力测验；vt. 戏弄, 考查, 恶作剧
5458	mx	'em'eks	abbr. 麦克斯韦（maxwell, 磁通量单位）；中性（Middlesex）
5459	sigma	'si^mә	[医] σ(希腊文第十八个字母)
5460	gr		射击场, 总预备队；[医] 喱, 格令, 谷(英国重量单位)
5461	attractive	ә'træktiv	a. 吸引人的, 有魅力的；[法] 有吸引力的, 有迷惑力的
5462	xhtml		abbr. 扩展超文本标识语言（The Extensible HyperText Markup Language）；结构层代码
5463	occasion	ә'keiʒәn	n. 场合, 时机, 机会, 诱因, 理由；vt. 惹起, 引起
5464	recordings	rɪˈkɔ:dɪŋz	n. 记录( recording的复数形式 ); 录音; 录像; 唱片
5465	jefferson	'dʒefәsn	n. 杰弗逊（姓氏）
5466	victim	'viktim	n. 受害人, 牺牲者, 牺牲品；[法] 受害人, 被害人, 遭难者
5467	demands	diˈmɑ:ndz	v. 要求( demand的第三人称单数 ); 需要; 想要知道; 查问
5468	sleeping	'sli:piŋ	n. 睡眠；a. 睡着的
5469	careful	'kєәful	a. 小心的, 谨慎的
5470	ext		abbr. 扩展（extension）；外部（exterior）；额外的（extra）；提取（extract）
5471	beam	bi:m	n. 横梁, 杆, 光线, 容光焕发；vi. 用梁支承, 微笑, 射出光线；vt. 照耀, 感到欣喜
5472	gardening	'gɑ:dniŋ	n. 园艺(学)
5473	obligations		n. 义务；债务；承付款项（obligation的复数）
5474	arrive	ә'raiv	vi. 到达, 抵达
5475	orchestra	'ɒ:kistrә	n. 管弦乐队, 乐队演奏处
5476	sunset	'sʌnset	n. 日落, 晚年
5477	tracked		a. 有履带的
5478	moreover	mɒ:'әuvә	adv. 而且, 此外
5479	minimal	'miniml	a. 最小的, 极微的, 最小限度的；[医] 最小的, 最低的
5480	polyphonic	.pɒli'fɒnik	a. 多音的, 有多种声音的
5481	lottery	'lɒtәri	n. 奖券, 彩票, 运气；[经] 抽彩给奖法
5482	tops	tɔps	a. 第一流的, 最上等的
5483	framed		a. 遭到陷害的；有构架的
